Ukazatel;Území;Reprezentant pro oblast cen;Měsíce;value
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2013;7158.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2013;7182.98
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2013;7151.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2013;7111.92
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2013;7090.06
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2013;7097.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2013;7089.7
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2013;6753.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2013;6288.23
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2013;6015.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2013;5903.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2013;5877.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2014;6080.3
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2014;6101.63
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2014;6193.57
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2014;6198.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2014;6203.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2014;6194.23
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2014;6214.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2014;6216.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2014;5909.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2014;5860.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2014;5751.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2014;5626.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2015;5725.97
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2015;5838.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2015;5806.98
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2015;5804.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2015;5833.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2015;5805.47
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2015;5822.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2015;5839.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2015;5847.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2015;5796.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2015;5807.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2015;5824.66
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2016;5828.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2016;5765.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2016;5667.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2016;5636.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2016;5522.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2016;5509.3
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2016;5532.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2016;5493.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2016;5270.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2016;5241.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2016;5044.61
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2016;5040.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2017;5177.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2017;5151.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2017;5186.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2017;5249.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2017;5252.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2017;5255.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2017;5248.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2017;5250.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2017;5360.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2017;5337.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2017;5385.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2017;5292.76
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2018;5293.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2018;5256.08
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2018;5285.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2018;5280.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2018;5355.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2018;5367.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2018;5422.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2018;5512.97
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2018;5707.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2018;5787.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2018;5769.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2018;5833.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2019;5813.57
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2019;5813.07
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2019;5917.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2019;5920.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2019;5885.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2019;5849.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2019;5858.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2019;5774.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2019;5689.35
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2019;5501.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2019;5435.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2019;5429.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2020;5356.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2020;5367.71
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2020;5351.35
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2020;5384.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2020;5459.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2020;5506.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2020;5512.45
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2020;5501.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2020;5493.52
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2020;5481.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2020;5413.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2020;5485.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2021;5588.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2021;5658.02
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2021;5704.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2021;5798.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2021;5817.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2021;5821.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2021;5931.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2021;5952.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2021;6028.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2021;6228.47
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2021;6284.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2021;6384.81
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2022;6750.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2022;6895.86
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2022;7001.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2022;7541.22
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2022;7758.99
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2022;8071.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2022;8914.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2022;9060.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2022;9120.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2022;9028.47
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2022;9026.26
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2022;9001.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2023;8989.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2023;8865.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2023;8765.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2023;8475.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2023;8272.99
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2023;7968.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2023;7472.01
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2023;7314.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2023;6848.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2023;6500.01
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2023;6425.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2023;6309.57
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2024;6226.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2024;6214.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2024;6137.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2024;6140.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];květen 2024;6112.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červen 2024;6167.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];červenec 2024;6187.63
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];srpen 2024;6175.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];září 2024;6256.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];říjen 2024;6274.81
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];listopad 2024;6352.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];prosinec 2024;6395.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];leden 2025;6415.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];únor 2025;6482.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];březen 2025;6494.57
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro prasata nad 65kg [t];duben 2025;6522.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro výkrm brojlerů [t];leden 2013;9416.71
Cena průmyslového výrobku nebo služby (Kč);Česko;Krmná směs pro výkrm brojlerů [t];únor 2013;9419.93
